4.0000000000e-02 2.1559998154e+01 1.2826469042e+02
2.0000000000e-02 1.0770615577e+01 6.4389540184e+01
1.0000000000e-02 5.3853063280e+00 3.2195188133e+01
5.0000000000e-03 2.6925305537e+00 1.6096969752e+01
2.5000000000e-03 1.3461114744e+00 8.0475927805e+00
1.2500000000e-03 6.7289403010e-01 4.0228365137e+00
6.2500000000e-04 3.3628331885e-01 2.0104413346e+00
3.1250000000e-04 1.6797746437e-01 1.0042394713e+00
1.5625000000e-04 8.3824412217e-02 5.0113746976e-01
7.8125000000e-05 4.1747854893e-02 2.4958620134e-01
3.9062500000e-05 2.0709568410e-02 1.2381050014e-01
1.9531250000e-05 1.0190423207e-02 6.0922632746e-02
9.7656250000e-06 4.9308501086e-03 2.9478694787e-02
4.8828125000e-06 2.3010634662e-03 1.3756725004e-02
2.4414062500e-06 9.8617016911e-04 5.8957402284e-03
1.2207031250e-06 3.2872358355e-04 1.9652484538e-03
6.1035156250e-07 0.0000000000e+00 0.0000000000e+00
