  0.00000000   0.00000000    84.4061716561
  0.10000000   0.00000000    84.4061716561
  0.20000000   0.00000000    84.6214346628
  0.30000000   0.00000000    85.0190248905
  0.40000000   0.00000000    85.5754143201
  0.50000000   0.00000000    86.2770858204
  0.60000000   0.00000000    87.1056169614
  0.70000000   0.00000000    88.0380691350
  0.80000000   0.00000000    89.0473624087
  0.90000000   0.00000000    90.1027642538
  1.00000000   0.00000000    91.1705640671
  1.10000000   0.00000000    92.2149817939
  1.20000000   0.00000000    93.1993369937
  1.30000000   0.00000000    94.0874742733
  1.40000000   0.00000000    94.8453998196
  1.50000000   0.00000000    95.4430350119
  1.60000000   0.00000000    95.8559454468
  1.70000000   0.00000000    96.0668701785
  1.80000000   0.00000000    96.0668701785
  1.90000000   0.00000000    95.8559454468
  2.00000000   0.00000000    95.4430350119
  2.10000000   0.00000000    94.8453998196
  2.20000000   0.00000000    94.0874742733
  2.30000000   0.00000000    93.1993369937
  2.40000000   0.00000000    92.2149817939
  2.50000000   0.00000000    91.1705640671
  2.60000000   0.00000000    90.1027642538
  2.70000000   0.00000000    89.0473624087
  2.80000000   0.00000000    88.0380691350
  2.90000000   0.00000000    87.1056169614
  3.00000000   0.00000000    86.2770858204
  3.10000000   0.00000000    85.5754143201
  3.20000000   0.00000000    85.0190248905
  3.30000000   0.00000000    84.6214346628
  3.40000000   0.00000000    84.4061716561
  3.50000000   0.00000000    84.4061716561

  0.00000000   0.10000000    84.4061716561
  0.10000000   0.10000000    84.4061716561
  0.20000000   0.10000000    84.6214346628
  0.30000000   0.10000000    85.0190248905
  0.40000000   0.10000000    85.5754143201
  0.50000000   0.10000000    86.2770858204
  0.60000000   0.10000000    87.1056169614
  0.70000000   0.10000000    88.0380691350
  0.80000000   0.10000000    89.0473624087
  0.90000000   0.10000000    90.1027642538
  1.00000000   0.10000000    91.1705640671
  1.10000000   0.10000000    92.2149817939
  1.20000000   0.10000000    93.1993369937
  1.30000000   0.10000000    94.0874742733
  1.40000000   0.10000000    94.8453998196
  1.50000000   0.10000000    95.4430350119
  1.60000000   0.10000000    95.8559454468
  1.70000000   0.10000000    96.0668701785
  1.80000000   0.10000000    96.0668701785
  1.90000000   0.10000000    95.8559454468
  2.00000000   0.10000000    95.4430350119
  2.10000000   0.10000000    94.8453998196
  2.20000000   0.10000000    94.0874742733
  2.30000000   0.10000000    93.1993369937
  2.40000000   0.10000000    92.2149817939
  2.50000000   0.10000000    91.1705640671
  2.60000000   0.10000000    90.1027642538
  2.70000000   0.10000000    89.0473624087
  2.80000000   0.10000000    88.0380691350
  2.90000000   0.10000000    87.1056169614
  3.00000000   0.10000000    86.2770858204
  3.10000000   0.10000000    85.5754143201
  3.20000000   0.10000000    85.0190248905
  3.30000000   0.10000000    84.6214346628
  3.40000000   0.10000000    84.4061716561
  3.50000000   0.10000000    84.4061716561

  0.00000000   0.20000000    84.6370488709
  0.10000000   0.20000000    84.6370488709
  0.20000000   0.20000000    84.8516399055
  0.30000000   0.20000000    85.2557479792
  0.40000000   0.20000000    85.8237434165
  0.50000000   0.20000000    86.5414265861
  0.60000000   0.20000000    87.3900492398
  0.70000000   0.20000000    88.3463766516
  0.80000000   0.20000000    89.3829331260
  0.90000000   0.20000000    90.4684171678
  1.00000000   0.20000000    91.5683254010
  1.10000000   0.20000000    92.6458317438
  1.20000000   0.20000000    93.6629565352
  1.30000000   0.20000000    94.5820323284
  1.40000000   0.20000000    95.3674288002
  1.50000000   0.20000000    95.9874419684
  1.60000000   0.20000000    96.4161924334
  1.70000000   0.20000000    96.6353303190
  1.80000000   0.20000000    96.6353303190
  1.90000000   0.20000000    96.4161924334
  2.00000000   0.20000000    95.9874419684
  2.10000000   0.20000000    95.3674288002
  2.20000000   0.20000000    94.5820323284
  2.30000000   0.20000000    93.6629565352
  2.40000000   0.20000000    92.6458317438
  2.50000000   0.20000000    91.5683254010
  2.60000000   0.20000000    90.4684171678
  2.70000000   0.20000000    89.3829331260
  2.80000000   0.20000000    88.3463766516
  2.90000000   0.20000000    87.3900492398
  3.00000000   0.20000000    86.5414265861
  3.10000000   0.20000000    85.8237434165
  3.20000000   0.20000000    85.2557479792
  3.30000000   0.20000000    84.8516399055
  3.40000000   0.20000000    84.6370488709
  3.50000000   0.20000000    84.6370488709

  0.00000000   0.30000000    85.0345873402
  0.10000000   0.30000000    85.0345873402
  0.20000000   0.30000000    85.2557508304
  0.30000000   0.30000000    85.6751769957
  0.40000000   0.30000000    86.2672674925
  0.50000000   0.30000000    87.0175492723
  0.60000000   0.30000000    87.9069424601
  0.70000000   0.30000000    88.9117406232
  0.80000000   0.30000000    90.0037398541
  0.90000000   0.30000000    91.1505400355
  1.00000000   0.30000000    92.3160697728
  1.10000000   0.30000000    93.4613987723
  1.20000000   0.30000000    94.5458967907
  1.30000000   0.30000000    95.5287729119
  1.40000000   0.30000000    96.3709784421
  1.50000000   0.30000000    97.0373813151
  1.60000000   0.30000000    97.4990301582
  1.70000000   0.30000000    97.7352463942
  1.80000000   0.30000000    97.7352463942
  1.90000000   0.30000000    97.4990301582
  2.00000000   0.30000000    97.0373813151
  2.10000000   0.30000000    96.3709784421
  2.20000000   0.30000000    95.5287729119
  2.30000000   0.30000000    94.5458967907
  2.40000000   0.30000000    93.4613987723
  2.50000000   0.30000000    92.3160697728
  2.60000000   0.30000000    91.1505400355
  2.70000000   0.30000000    90.0037398541
  2.80000000   0.30000000    88.9117406232
  2.90000000   0.30000000    87.9069424601
  3.00000000   0.30000000    87.0175492723
  3.10000000   0.30000000    86.2672674925
  3.20000000   0.30000000    85.6751769957
  3.30000000   0.30000000    85.2557508304
  3.40000000   0.30000000    85.0345873402
  3.50000000   0.30000000    85.0345873402

  0.00000000   0.40000000    85.5909050015
  0.10000000   0.40000000    85.5909050015
  0.20000000   0.40000000    85.8237503089
  0.30000000   0.40000000    86.2672716081
  0.40000000   0.40000000    86.8961467345
  0.50000000   0.40000000    87.6958469819
  0.60000000   0.40000000    88.6470379915
  0.70000000   0.40000000    89.7254839010
  0.80000000   0.40000000    90.9020362572
  0.90000000   0.40000000    92.1427689842
  1.00000000   0.40000000    93.4093389720
  1.10000000   0.40000000    94.6596700840
  1.20000000   0.40000000    95.8490646714
  1.30000000   0.40000000    96.9318283966
  1.40000000   0.40000000    97.8634374748
  1.50000000   0.40000000    98.6031735564
  1.60000000   0.40000000    99.1170084213
  1.70000000   0.40000000    99.3803749293
  1.80000000   0.40000000    99.3803749293
  1.90000000   0.40000000    99.1170084213
  2.00000000   0.40000000    98.6031735564
