# dx 0.400000
# dy 0.400000
# imax 16
# jmax 11
# x psi
0.000000 0.000000
0.400000 8.977753
0.800000 17.453264
1.200000 24.873211
1.600000 30.970897
2.000000 35.763761
2.400000 39.422117
2.800000 42.161306
3.200000 44.184563
3.600000 45.661435
4.000000 46.724313
4.400000 47.472212
4.800000 47.976400
5.200000 48.285623
5.600000 48.430137
6.000000 48.430137
